CodCan,LibCan,Bureau de vote,Libellé,Inscrits,Votants,Nuls,Blancs,Exprimés,Procurations,LibBin,CodNuaBin,LibNuaBin,NbVoix,LibBin,CodNuaBin,LibNuaBin,NbVoix,LibBin,CodNuaBin,LibNuaBin,NbVoix,LibBin,CodNuaBin,LibNuaBin,NbVoix,LibBin,CodNuaBin,LibNuaBin,NbVoix,LibBin,CodNuaBin,LibNuaBin,NbVoix
06,Angers 6,652,LA CHAPELLE SAINT LAUD,484,252,2,10,240,0,BEAUCHÊNE Virginie - LAHONDES Bernard,BC-FN,Front National,63,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,56,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,80,COQUEREAU Odile - FROUIN Adrien,BC-COM,Parti communiste français,25,BOILEAU Pascal - RAVENEAU Daphnée,BC-VEC,Europe-Ecologie-Les Verts,16,,,,
06,Angers 6,653,CHAUMONT D'ANJOU,237,120,3,8,109,2,BEAUCHÊNE Virginie - LAHONDES Bernard,BC-FN,Front National,26,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,33,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,33,COQUEREAU Odile - FROUIN Adrien,BC-COM,Parti communiste français,11,BOILEAU Pascal - RAVENEAU Daphnée,BC-VEC,Europe-Ecologie-Les Verts,6,,,,
06,Angers 6,654,CORNILLE LES CAVES,360,211,3,7,201,7,BEAUCHÊNE Virginie - LAHONDES Bernard,BC-FN,Front National,50,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,77,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,50,COQUEREAU Odile - FROUIN Adrien,BC-COM,Parti communiste français,11,BOILEAU Pascal - RAVENEAU Daphnée,BC-VEC,Europe-Ecologie-Les Verts,13,,,,
06,Angers 6,655,CORZE,1240,637,11,30,596,5,BEAUCHÊNE Virginie - LAHONDES Bernard,BC-FN,Front National,130,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,183,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,167,COQUEREAU Odile - FROUIN Adrien,BC-COM,Parti communiste français,66,BOILEAU Pascal - RAVENEAU Daphnée,BC-VEC,Europe-Ecologie-Les Verts,50,,,,
06,Angers 6,656,HUILLE,393,208,3,10,195,5,BEAUCHÊNE Virginie - LAHONDES Bernard,BC-FN,Front National,64,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,29,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,60,COQUEREAU Odile - FROUIN Adrien,BC-COM,Parti communiste français,18,BOILEAU Pascal - RAVENEAU Daphnée,BC-VEC,Europe-Ecologie-Les Verts,24,,,,
06,Angers 6,657,JARZE,1213,571,13,20,538,9,BEAUCHÊNE Virginie - LAHONDES Bernard,BC-FN,Front National,152,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,173,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,133,COQUEREAU Odile - FROUIN Adrien,BC-COM,Parti communiste français,34,BOILEAU Pascal - RAVENEAU Daphnée,BC-VEC,Europe-Ecologie-Les Verts,46,,,,
06,Angers 6,658,LEZIGNE,508,267,9,1,257,0,BEAUCHÊNE Virginie - LAHONDES Bernard,BC-FN,Front National,94,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,81,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,51,COQUEREAU Odile - FROUIN Adrien,BC-COM,Parti communiste français,13,BOILEAU Pascal - RAVENEAU Daphnée,BC-VEC,Europe-Ecologie-Les Verts,18,,,,
06,Angers 6,659,LUE EN BAUGEOIS,238,149,1,11,137,1,BEAUCHÊNE Virginie - LAHONDES Bernard,BC-FN,Front National,26,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,46,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,50,COQUEREAU Odile - FROUIN Adrien,BC-COM,Parti communiste français,10,BOILEAU Pascal - RAVENEAU Daphnée,BC-VEC,Europe-Ecologie-Les Verts,5,,,,
06,Angers 6,660,MARCE,602,369,6,15,348,10,BEAUCHÊNE Virginie - LAHONDES Bernard,BC-FN,Front National,76,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,76,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,85,COQUEREAU Odile - FROUIN Adrien,BC-COM,Parti communiste français,90,BOILEAU Pascal - RAVENEAU Daphnée,BC-VEC,Europe-Ecologie-Les Verts,21,,,,
06,Angers 6,661,MONTREUIL SUR LOIR,359,217,1,10,206,4,BEAUCHÊNE Virginie - LAHONDES Bernard,BC-FN,Front National,41,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,59,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,74,COQUEREAU Odile - FROUIN Adrien,BC-COM,Parti communiste français,13,BOILEAU Pascal - RAVENEAU Daphnée,BC-VEC,Europe-Ecologie-Les Verts,19,,,,
06,Angers 6,662,PELLOUAILLES LES VIGNES,1784,782,7,28,747,11,BEAUCHÊNE Virginie - LAHONDES Bernard,BC-FN,Front National,168,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,212,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,226,COQUEREAU Odile - FROUIN Adrien,BC-COM,Parti communiste français,51,BOILEAU Pascal - RAVENEAU Daphnée,BC-VEC,Europe-Ecologie-Les Verts,90,,,,
06,Angers 6,663,SAINT BARTHELEMY D'ANJOU,7004,3493,51,119,3323,44,BEAUCHÊNE Virginie - LAHONDES Bernard,BC-FN,Front National,645,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,924,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,1076,COQUEREAU Odile - FROUIN Adrien,BC-COM,Parti communiste français,282,BOILEAU Pascal - RAVENEAU Daphnée,BC-VEC,Europe-Ecologie-Les Verts,396,,,,
06,Angers 6,664,SAINT SYLVAIN D'ANJOU,3583,1904,15,71,1818,33,BEAUCHÊNE Virginie - LAHONDES Bernard,BC-FN,Front National,376,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,301,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,947,COQUEREAU Odile - FROUIN Adrien,BC-COM,Parti communiste français,85,BOILEAU Pascal - RAVENEAU Daphnée,BC-VEC,Europe-Ecologie-Les Verts,109,,,,
06,Angers 6,665,SEICHES SUR LE LOIR,1915,969,16,49,904,10,BEAUCHÊNE Virginie - LAHONDES Bernard,BC-FN,Front National,224,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,266,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,250,COQUEREAU Odile - FROUIN Adrien,BC-COM,Parti communiste français,55,BOILEAU Pascal - RAVENEAU Daphnée,BC-VEC,Europe-Ecologie-Les Verts,109,,,,
06,Angers 6,666,SERMAISE,213,117,2,4,111,6,BEAUCHÊNE Virginie - LAHONDES Bernard,BC-FN,Front National,33,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,30,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,25,COQUEREAU Odile - FROUIN Adrien,BC-COM,Parti communiste français,11,BOILEAU Pascal - RAVENEAU Daphnée,BC-VEC,Europe-Ecologie-Les Verts,12,,,,
06,Angers 6,667,SOUCELLES,2016,896,6,37,853,17,BEAUCHÊNE Virginie - LAHONDES Bernard,BC-FN,Front National,244,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,258,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,202,COQUEREAU Odile - FROUIN Adrien,BC-COM,Parti communiste français,62,BOILEAU Pascal - RAVENEAU Daphnée,BC-VEC,Europe-Ecologie-Les Verts,87,,,,
06,Angers 6,668,VILLEVEQUE,2120,1060,7,34,1019,24,BEAUCHÊNE Virginie - LAHONDES Bernard,BC-FN,Front National,181,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,414,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,284,COQUEREAU Odile - FROUIN Adrien,BC-COM,Parti communiste français,51,BOILEAU Pascal - RAVENEAU Daphnée,BC-VEC,Europe-Ecologie-Les Verts,89,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,Angers 7,701,ECOLE RENE BROSSARD,1160,549,17,20,512,9,CHRÉTIEN Maryse - HOUDEMONT Pascal,BC-UD,Union de la Droite,167,BLANC Grégory - RENOU Marie-France,BC-SOC,Parti Socialiste,223,DUFFOUI Chantal - PAGANO Alain,BC-COM,Parti communiste français,48,GANNAT Jean-Eudes - GOSSET Hermine,BC-FN,Front National,74,,,,,,,,
07,Angers 7,702,ECOLE RENE BROSSARD,1007,465,4,14,447,10,CHRÉTIEN Maryse - HOUDEMONT Pascal,BC-UD,Union de la Droite,145,BLANC Grégory - RENOU Marie-France,BC-SOC,Parti Socialiste,166,DUFFOUI Chantal - PAGANO Alain,BC-COM,Parti communiste français,45,GANNAT Jean-Eudes - GOSSET Hermine,BC-FN,Front National,91,,,,,,,,
07,Angers 7,703,ECOLE MATERNELLE ADRIEN TIGEOT,1205,561,13,15,533,7,CHRÉTIEN Maryse - HOUDEMONT Pascal,BC-UD,Union de la Droite,186,BLANC Grégory - RENOU Marie-France,BC-SOC,Parti Socialiste,186,DUFFOUI Chantal - PAGANO Alain,BC-COM,Parti communiste français,67,GANNAT Jean-Eudes - GOSSET Hermine,BC-FN,Front National,94,,,,,,,,
07,Angers 7,704,ECOLE MATERNELLE ADRIEN TIGEOT,1272,575,9,22,544,11,CHRÉTIEN Maryse - HOUDEMONT Pascal,BC-UD,Union de la Droite,179,BLANC Grégory - RENOU Marie-France,BC-SOC,Parti Socialiste,225,DUFFOUI Chantal - PAGANO Alain,BC-COM,Parti communiste français,43,GANNAT Jean-Eudes - GOSSET Hermine,BC-FN,Front National,97,,,,,,,,
07,Angers 7,705,ECOLE MATERNELLE ADRIEN TIGEOT,1291,549,6,21,522,9,CHRÉTIEN Maryse - HOUDEMONT Pascal,BC-UD,Union de la Droite,205,BLANC Grégory - RENOU Marie-France,BC-SOC,Parti Socialiste,177,DUFFOUI Chantal - PAGANO Alain,BC-COM,Parti communiste français,43,GANNAT Jean-Eudes - GOSSET Hermine,BC-FN,Front National,97,,,,,,,,
07,Angers 7,751,ANDARD,1817,1006,16,37,953,10,CHRÉTIEN Maryse - HOUDEMONT Pascal,BC-UD,Union de la Droite,283,BLANC Grégory - RENOU Marie-France,BC-SOC,Parti Socialiste,423,DUFFOUI Chantal - PAGANO Alain,BC-COM,Parti communiste français,60,GANNAT Jean-Eudes - GOSSET Hermine,BC-FN,Front National,187,,,,,,,,
07,Angers 7,752,BAUNE,1213,536,5,26,505,6,CHRÉTIEN Maryse - HOUDEMONT Pascal,BC-UD,Union de la Droite,127,BLANC Grégory - RENOU Marie-France,BC-SOC,Parti Socialiste,196,DUFFOUI Chantal - PAGANO Alain,BC-COM,Parti communiste français,38,GANNAT Jean-Eudes - GOSSET Hermine,BC-FN,Front National,144,,,,,,,,
07,Angers 7,753,LA BOHALLE,918,537,12,27,498,8,CHRÉTIEN Maryse - HOUDEMONT Pascal,BC-UD,Union de la Droite,142,BLANC Grégory - RENOU Marie-France,BC-SOC,Parti Socialiste,210,DUFFOUI Chantal - PAGANO Alain,BC-COM,Parti communiste français,49,GANNAT Jean-Eudes - GOSSET Hermine,BC-FN,Front National,97,,,,,,,,
07,Angers 7,754,BRAIN SUR L'AUTHION,2568,1303,19,72,1212,25,CHRÉTIEN Maryse - HOUDEMONT Pascal,BC-UD,Union de la Droite,357,BLANC Grégory - RENOU Marie-France,BC-SOC,Parti Socialiste,503,DUFFOUI Chantal - PAGANO Alain,BC-COM,Parti communiste français,83,GANNAT Jean-Eudes - GOSSET Hermine,BC-FN,Front National,269,,,,,,,,
07,Angers 7,755,CORNE,2217,1176,10,46,1120,23,CHRÉTIEN Maryse - HOUDEMONT Pascal,BC-UD,Union de la Droite,261,BLANC Grégory - RENOU Marie-France,BC-SOC,Parti Socialiste,557,DUFFOUI Chantal - PAGANO Alain,BC-COM,Parti communiste français,46,GANNAT Jean-Eudes - GOSSET Hermine,BC-FN,Front National,256,,,,,,,,
07,Angers 7,756,LA DAGUENIERE,962,510,7,26,477,9,CHRÉTIEN Maryse - HOUDEMONT Pascal,BC-UD,Union de la Droite,111,BLANC Grégory - RENOU Marie-France,BC-SOC,Parti Socialiste,192,DUFFOUI Chantal - PAGANO Alain,BC-COM,Parti communiste français,70,GANNAT Jean-Eudes - GOSSET Hermine,BC-FN,Front National,104,,,,,,,,
07,Angers 7,757,LA MENITRE,1543,740,9,35,696,13,CHRÉTIEN Maryse - HOUDEMONT Pascal,BC-UD,Union de la Droite,171,BLANC Grégory - RENOU Marie-France,BC-SOC,Parti Socialiste,257,DUFFOUI Chantal - PAGANO Alain,BC-COM,Parti communiste français,85,GANNAT Jean-Eudes - GOSSET Hermine,BC-FN,Front National,183,,,,,,,,
07,Angers 7,758,LE PLESSIS GRAMMOIRE,1863,935,20,59,856,19,CHRÉTIEN Maryse - HOUDEMONT Pascal,BC-UD,Union de la Droite,327,BLANC Grégory - RENOU Marie-France,BC-SOC,Parti Socialiste,284,DUFFOUI Chantal - PAGANO Alain,BC-COM,Parti communiste français,58,GANNAT Jean-Eudes - GOSSET Hermine,BC-FN,Front National,187,,,,,,,,
07,Angers 7,759,SAINT MATHURIN SUR LOIRE,1832,956,17,49,890,0,CHRÉTIEN Maryse - HOUDEMONT Pascal,BC-UD,Union de la Droite,279,BLANC Grégory - RENOU Marie-France,BC-SOC,Parti Socialiste,358,DUFFOUI Chantal - PAGANO Alain,BC-COM,Parti communiste français,71,GANNAT Jean-Eudes - GOSSET Hermine,BC-FN,Front National,182,,,,,,,,
07,Angers 7,760,SARRIGNE,618,384,2,10,372,7,CHRÉTIEN Maryse - HOUDEMONT Pascal,BC-UD,Union de la Droite,118,BLANC Grégory - RENOU Marie-France,BC-SOC,Parti Socialiste,172,DUFFOUI Chantal - PAGANO Alain,BC-COM,Parti communiste français,21,GANNAT Jean-Eudes - GOSSET Hermine,BC-FN,Front National,61,,,,,,,,
07,Angers 7,761,TRELAZE,8763,4041,60,174,3807,53,CHRÉTIEN Maryse - HOUDEMONT Pascal,BC-UD,Union de la Droite,638,BLANC Grégory - RENOU Marie-France,BC-SOC,Parti Socialiste,1795,DUFFOUI Chantal - PAGANO Alain,BC-COM,Parti communiste français,651,GANNAT Jean-Eudes - GOSSET Hermine,BC-FN,Front National,723,,,,,,,,
